clique_id, presenze massime_count, numero_nodi,Soglia 1,Soglia 2,Soglia 3,Soglia 4,frs1,frs2,frs3,frs4
5946aa53f810d569224f027f,13,8,8,8,8,8,1,1,1,1
5946ad05f810d56922519776,11,12,12,12,12,12,1,1,1,1
5946a8e2f810d569224b7ba1,10,8,8,8,8,8,1,1,1,1
5946a881f810d569224aabd5,17,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a8fef810d569224c4bb3,8,9,9,9,9,9,1,1,1,1
5946aeebf810d5692254b1ae,8,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946aeebf810d5692254b1cd,8,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8f9f810d569224c0f03,13,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ace3f810d56922512da6,12,8,8,8,6,5,1,1,"0,75","0,625"
5946a8f4f810d569224bca5c,18,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8f9f810d569224c0931,12,13,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946aee6f810d56922546847,13,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ad02f810d56922516f12,11,12,12,12,12,12,1,1,1,1
5946abb8f810d5692250568f,9,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ad98f810d5692252e8c9,15,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946aeebf810d5692254b4fe,12,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946ad1df810d569225234ab,11,13,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946a8f5f810d569224bcfc6,12,9,9,9,9,9,1,1,1,1
5946ad02f810d56922516c32,17,8,8,8,8,8,1,1,1,1
5946a8f5f810d569224bccce,12,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a8f1f810d569224b9670,18,9,9,9,9,9,1,1,1,1
5946ad4ef810d569225276cd,16,11,11,11,11,11,1,1,1,1
5946ad98f810d5692252e40c,15,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a57af810d56922436801,19,8,8,8,8,8,1,1,1,1
5946acc0f810d5692250f517,12,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8f2f810d569224ba705,12,11,11,11,11,11,1,1,1,1
5946aeebf810d5692254ab3f,16,8,8,8,6,6,1,1,"0,75","0,75"
5946a775f810d5692248dbc7,13,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946b524f810d56922577d8b,14,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946ad06f810d56922519f2c,13,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a84af810d569224a4c46,9,10,10,9,9,9,1,"0,9","0,9","0,9"
5946aee8f810d56922548a0d,9,11,11,11,11,11,1,1,1,1
5946a6e6f810d56922473f31,10,8,8,6,6,6,1,"0,75","0,75","0,75"
5946b0f3f810d56922563713,20,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a8e0f810d569224b668e,13,8,8,8,8,8,1,1,1,1
5946ad03f810d56922517d36,11,12,12,12,12,12,1,1,1,1
5946a8faf810d569224c1760,19,8,8,8,8,8,1,1,1,1
5946ad0ef810d5692252074a,8,10,10,10,10,10,1,1,1,1
5946ad4ff810d56922527eb5,19,8,8,8,8,8,1,1,1,1
5946ad03f810d56922517a32,16,10,10,10,10,10,1,1,1,1
5946a8f4f810d569224bc8f5,12,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a955f810d569224d2e27,15,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad08f810d5692251b4ca,16,10,10,10,10,10,1,1,1,1
5946ad0af810d5692251dc3e,15,11,11,11,11,11,1,1,1,1
5946aeeaf810d5692254a3c3,14,10,10,9,9,9,1,"0,9","0,9","0,9"
5946abdff810d5692250738d,14,8,8,8,8,8,1,1,1,1
5946aa1df810d569224e77db,13,8,8,8,7,7,1,1,"0,875","0,875"
5946af1bf810d569225529be,11,10,10,10,10,10,1,1,1,1
5946a827f810d569224a19c8,10,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a953f810d569224d0bc4,20,8,8,8,8,8,1,1,1,1
5946a791f810d5692248eb86,12,12,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946ad0ef810d569225205a9,11,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a791f810d5692248ebe2,10,10,10,10,10,10,1,1,1,1
5946aec6f810d569225441aa,15,12,12,12,12,12,1,1,1,1
5946a72ff810d56922480f90,10,8,8,8,7,7,1,1,"0,875","0,875"
5946a576f810d569224362eb,17,10,10,10,10,10,1,1,1,1
5946ad03f810d56922517330,17,10,10,9,8,8,1,"0,9","0,8","0,8"
5946a8f4f810d569224bca02,7,12,12,12,12,12,1,1,1,1
5946aeebf810d5692254b3fa,10,11,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946a8f7f810d569224bec22,13,11,11,11,11,11,1,1,1,1
5946abdef810d56922507173,6,10,10,10,10,10,1,1,1,1
5946b009f810d5692255bd97,10,9,9,8,7,6,1,"0,8888888889","0,7777777778","0,6666666667"
5946acfef810d569225139bb,13,8,8,8,8,8,1,1,1,1
5946ad04f810d56922518546,12,8,8,8,8,8,1,1,1,1
5946aef1f810d569225509e8,12,12,12,12,12,12,1,1,1,1
5946ad0af810d5692251d6b5,16,11,11,11,11,11,1,1,1,1
5946b008f810d5692255b809,14,8,8,8,8,8,1,1,1,1
5946b009f810d5692255c159,12,8,8,8,8,8,1,1,1,1
5946aee8f810d5692254899d,9,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a7b8f810d5692249589b,12,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a8faf810d569224c1b79,16,11,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946ad0ef810d569225206f1,10,10,10,9,9,9,1,"0,9","0,9","0,9"
5946b524f810d56922577dbd,13,8,8,7,6,5,1,"0,875","0,75","0,625"
5946aeeaf810d56922549fdf,10,11,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946aef1f810d569225508cc,11,11,11,11,11,11,1,1,1,1
5946ad06f810d5692251998f,17,11,11,11,11,11,1,1,1,1
5946ab06f810d569224fa6db,14,10,10,10,10,10,1,1,1,1
5946ad4df810d569225261af,7,10,10,10,10,10,1,1,1,1
5946aee8f810d5692254883b,8,9,9,9,9,9,1,1,1,1
5946a8f4f810d569224bc2be,13,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946aeebf810d5692254ae68,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a8fcf810d569224c3514,13,11,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946ad06f810d5692251985a,17,12,12,12,12,12,1,1,1,1
5946a7b7f810d5692249440c,13,9,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946a7b7f810d56922494725,24,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946aa1df810d569224e7954,14,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946a8f1f810d569224b923d,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad05f810d56922519399,18,11,11,11,11,11,1,1,1,1
5946a5f3f810d5692244afa4,18,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad05f810d56922518d28,19,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8f1f810d569224b9b25,15,9,9,9,9,9,1,1,1,1
5946aee8f810d56922548808,10,11,11,11,11,11,1,1,1,1
5946ad08f810d5692251c185,8,10,10,10,10,10,1,1,1,1
5946aee9f810d56922548f29,11,11,11,11,11,11,1,1,1,1
5946abdff810d569225074be,9,8,8,6,6,6,1,"0,75","0,75","0,75"
5946a5f3f810d5692244aef6,8,10,10,9,9,9,1,"0,9","0,9","0,9"
5946aef2f810d56922550afe,13,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a8fef810d569224c5157,8,10,10,10,10,10,1,1,1,1
5946a7b8f810d56922495059,8,9,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946b009f810d5692255be5e,8,10,10,9,9,9,1,"0,9","0,9","0,9"
5946aef2f810d56922550c0a,18,9,9,9,9,9,1,1,1,1
5946ad05f810d5692251944b,16,11,11,11,11,11,1,1,1,1
5946abdff810d5692250736b,13,9,9,9,9,9,1,1,1,1
5946acfff810d56922513c88,11,12,12,12,12,12,1,1,1,1
5946a8f8f810d569224c00a0,13,10,10,10,8,8,1,1,"0,8","0,8"
5946ad07f810d5692251a5c6,12,10,10,10,10,10,1,1,1,1
5946a8fdf810d569224c476d,12,10,10,10,10,10,1,1,1,1
5946aa1df810d569224e7644,13,8,8,8,8,8,1,1,1,1
5946a8fff810d569224c5d2d,8,9,9,9,9,9,1,1,1,1
5946a5f3f810d5692244b04f,16,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f3f810d5692244ab08,18,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7a9f810d569224932d6,13,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946aef1f810d56922550975,11,9,9,9,9,9,1,1,1,1
5946a8b6f810d569224b2897,8,9,9,7,7,7,1,"0,7777777778","0,7777777778","0,7777777778"
5946aa1df810d569224e7889,13,8,8,7,6,6,1,"0,875","0,75","0,75"
5946ad05f810d56922519433,11,14,14,14,14,14,1,1,1,1
5946a8f4f810d569224bc743,8,12,12,12,12,12,1,1,1,1
5946a6a1f810d569224653ac,14,8,8,8,8,8,1,1,1,1
5946ad4df810d569225261de,19,9,9,9,9,9,1,1,1,1
5946ad06f810d5692251a33d,18,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aef2f810d56922551246,12,9,9,9,9,9,1,1,1,1
5946aec7f810d569225443d3,14,10,10,10,10,10,1,1,1,1
5946aef1f810d569225507e7,14,8,8,8,8,8,1,1,1,1
5946a8faf810d569224c1ca7,16,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad97f810d5692252d3ae,16,11,11,11,11,11,1,1,1,1
5946b009f810d5692255be2b,8,9,9,9,9,9,1,1,1,1
5946af6af810d56922556c60,11,9,9,9,9,9,1,1,1,1
5946a6d4f810d56922471fb3,16,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8f3f810d569224bb95e,18,13,13,13,13,13,1,1,1,1
5946aeebf810d5692254b162,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad0af810d5692251dbb7,15,8,8,8,8,8,1,1,1,1
5946ae28f810d56922538dbc,10,10,10,10,10,10,1,1,1,1
5946a879f810d569224aa8ef,20,9,9,9,9,9,1,1,1,1
5946aee6f810d56922546d28,17,8,8,8,7,7,1,1,"0,875","0,875"
5946a7a2f810d569224906cf,1,9,9,7,7,6,1,"0,7777777778","0,7777777778","0,6666666667"
5946a7b7f810d56922494478,15,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946ad05f810d569225196ec,18,8,8,8,8,8,1,1,1,1
5946a6d4f810d56922471ff5,16,8,8,7,6,6,1,"0,875","0,75","0,75"
5946a8fdf810d569224c49fb,9,9,9,9,9,9,1,1,1,1
5946acc0f810d5692250fcb2,12,11,11,11,11,11,1,1,1,1
5946ad04f810d569225181ad,10,8,8,8,8,8,1,1,1,1
5946a8fbf810d569224c206f,15,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8f0f810d569224b8958,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a5f4f810d5692244b2ed,15,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946ad4ef810d569225277f5,18,10,10,10,10,10,1,1,1,1
5946ad08f810d5692251c15e,13,11,11,11,11,11,1,1,1,1
5946aa53f810d569224f025e,11,8,8,8,8,8,1,1,1,1
5946ad08f810d5692251c1a6,13,10,10,10,10,10,1,1,1,1
5946a790f810d5692248e895,8,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a675f810d56922460c9b,12,9,9,9,9,9,1,1,1,1
5946a8f1f810d569224b97b2,20,9,9,9,9,9,1,1,1,1
5946aef1f810d569225503b4,7,11,11,11,11,11,1,1,1,1
5946aee8f810d56922548a02,11,12,12,12,12,12,1,1,1,1
5946abb8f810d56922505654,13,8,8,8,8,8,1,1,1,1
5946aeeaf810d56922549efb,12,11,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946ad3bf810d56922524cd7,11,11,11,11,11,11,1,1,1,1
5946a8fff810d569224c5d20,20,10,10,9,9,9,1,"0,9","0,9","0,9"
5946acc1f810d569225102a7,9,8,8,8,8,8,1,1,1,1
5946a61cf810d5692244ebbb,13,9,9,9,9,9,1,1,1,1
5946afeff810d569225597cc,10,9,9,9,9,9,1,1,1,1
5946aef1f810d56922550860,17,10,10,10,10,10,1,1,1,1
5946a8fbf810d569224c24c7,15,12,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946aeeaf810d5692254a340,12,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946b524f810d56922577dac,12,8,8,7,6,5,1,"0,875","0,75","0,625"
5946afeff810d56922559a2d,13,10,10,10,10,9,1,1,1,"0,9"
5946ad1df810d5692252349b,10,10,10,10,10,10,1,1,1,1
5946af8ef810d5692255779d,13,9,9,9,9,9,1,1,1,1
5946a8b6f810d569224b26d7,9,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ad98f810d5692252e114,16,13,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946ab35f810d569224fc1e5,1,8,8,7,5,5,1,"0,875","0,625","0,625"
5946b009f810d5692255bbac,8,9,9,9,9,9,1,1,1,1
5946ad03f810d56922517ef4,12,13,13,13,13,13,1,1,1,1
5946ae8bf810d5692253e861,8,8,8,8,8,8,1,1,1,1
5946acfff810d569225144b4,16,10,10,10,7,7,1,1,"0,7","0,7"
5946ad03f810d56922517eea,10,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8b6f810d569224b28b1,8,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad05f810d56922519514,12,11,11,11,11,11,1,1,1,1
5946a790f810d5692248e897,11,13,13,13,13,13,1,1,1,1
5946a8fbf810d569224c2bc1,12,10,10,10,9,9,1,1,"0,9","0,9"
5946a7b8f810d569224956a0,14,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a6a3f810d56922466dfb,13,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946a5f4f810d5692244b14d,12,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a8fef810d569224c4c68,23,10,10,10,10,10,1,1,1,1
5946ab06f810d569224fa6dd,13,9,9,9,9,9,1,1,1,1
5946ad02f810d5692251677a,11,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8faf810d569224c169d,14,10,10,9,8,8,1,"0,9","0,8","0,8"
5946a5f3f810d5692244a614,14,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ad25f810d56922523752,8,9,9,9,9,9,1,1,1,1
5946ad9bf810d56922530ca6,21,10,10,10,10,10,1,1,1,1
5946ad98f810d5692252e2c4,17,11,11,10,8,8,1,"0,9090909091","0,7272727273","0,7272727273"
5946a8f6f810d569224bd95f,21,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad98f810d5692252e28e,17,13,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946a8f6f810d569224be07d,13,8,8,8,8,8,1,1,1,1
5946b6bcf810d5692257dce6,13,8,8,8,8,8,1,1,1,1
5946acc1f810d5692251055e,13,8,8,8,8,8,1,1,1,1
5946ad0cf810d5692251f5d0,9,9,9,9,9,9,1,1,1,1
5946ad0ef810d569225206d0,12,11,11,11,11,11,1,1,1,1
5946aee8f810d569225485e9,14,10,10,10,10,10,1,1,1,1
5946a576f810d569224362d4,19,12,12,12,11,11,1,1,"0,9166666667","0,9166666667"
5946a952f810d569224cf9a0,14,10,10,10,9,9,1,1,"0,9","0,9"
5946a797f810d5692248ef59,16,10,10,8,8,8,1,"0,8","0,8","0,8"
5946acfef810d56922513883,11,8,8,8,8,8,1,1,1,1
5946acd6f810d569225125ad,11,8,8,8,8,8,1,1,1,1
5946ad0ef810d56922520599,11,13,13,13,13,13,1,1,1,1
5946a6a4f810d5692246710e,18,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946ad06f810d56922519cac,7,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad02f810d5692251709d,12,8,8,8,8,8,1,1,1,1
5946ad03f810d56922517a39,14,9,9,9,9,9,1,1,1,1
5946afeff810d56922559ac7,16,9,9,9,9,9,1,1,1,1
5946acfef810d569225135d4,8,8,8,7,7,7,1,"0,875","0,875","0,875"
5946abc1f810d5692250603f,12,12,12,12,12,12,1,1,1,1
5946abdff810d569225073c5,11,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8f7f810d569224beaf9,16,8,8,8,8,8,1,1,1,1
5946aeeaf810d56922549ef3,12,10,10,10,9,9,1,1,"0,9","0,9"
5946a8e4f810d569224b7dd7,10,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946ad03f810d56922517de8,10,11,11,11,11,11,1,1,1,1
5946a5f3f810d5692244ad02,15,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aec6f810d569225441b9,13,10,10,10,10,10,1,1,1,1
5946ad9bf810d56922530660,17,9,9,9,9,9,1,1,1,1
5946aee8f810d5692254825b,10,12,12,12,12,12,1,1,1,1
5946ac2cf810d5692250a44d,11,10,10,10,10,10,1,1,1,1
5946adedf810d56922535426,10,10,10,9,9,9,1,"0,9","0,9","0,9"
5946b1e7f810d569225695ee,11,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a5f3f810d5692244b04a,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad96f810d5692252cb21,15,11,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946ad99f810d5692252f118,17,10,10,9,8,8,1,"0,9","0,8","0,8"
5946ad0df810d5692251f935,18,10,10,10,10,10,1,1,1,1
5946a8fff810d569224c65f2,12,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a7b8f810d56922495663,14,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a8f4f810d569224bc886,13,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a956f810d569224d39fb,15,11,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946ad05f810d56922518c74,27,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946abb8f810d56922505678,11,8,8,7,7,7,1,"0,875","0,875","0,875"
5946b1e7f810d5692256947b,12,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f2f810d56922449ec9,22,8,8,8,8,8,1,1,1,1
5946abb7f810d56922504587,13,8,8,8,8,8,1,1,1,1
5946b009f810d5692255b87e,6,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946b009f810d5692255bae5,13,9,9,9,9,9,1,1,1,1
5946ad07f810d5692251a5cc,11,11,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946ad06f810d56922519fce,16,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a8f0f810d569224b88cb,11,12,12,12,12,12,1,1,1,1
5946a8f5f810d569224bcdfe,17,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad02f810d569225171fa,11,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946a8f5f810d569224bd5ab,2,9,9,9,9,9,1,1,1,1
5946a8f8f810d569224bffdf,14,9,9,9,9,9,1,1,1,1
5946a8f5f810d569224bd634,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad0cf810d5692251eb25,12,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8f6f810d569224bdde1,17,9,9,9,9,9,1,1,1,1
5946aeebf810d5692254aa03,13,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946abdef810d56922506f9f,16,9,9,8,8,7,1,"0,8888888889","0,8888888889","0,7777777778"
5946a8f8f810d569224bfc92,16,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946ae26f810d5692253832c,11,11,11,11,11,11,1,1,1,1
5946a5f4f810d5692244b101,18,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aa12f810d569224e63ca,5,13,13,13,13,13,1,1,1,1
5946a5f2f810d56922449926,18,9,9,9,9,9,1,1,1,1
5946a8e0f810d569224b6e21,19,9,9,9,9,9,1,1,1,1
5946b1e7f810d569225694cd,8,9,9,7,7,7,1,"0,7777777778","0,7777777778","0,7777777778"
5946a775f810d5692248dba6,21,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946abb8f810d5692250560e,12,8,8,8,8,8,1,1,1,1
5946abb7f810d56922504a26,15,8,8,8,8,8,1,1,1,1
5946a775f810d5692248dba0,14,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad9bf810d56922530c6e,20,10,10,9,8,8,1,"0,9","0,8","0,8"
5946aef2f810d569225510f4,8,8,8,7,7,7,1,"0,875","0,875","0,875"
5946aef2f810d569225513c7,14,8,8,8,8,8,1,1,1,1
5946aee8f810d56922548603,11,10,10,9,9,9,1,"0,9","0,9","0,9"
5946abb7f810d56922504f39,21,8,8,8,8,8,1,1,1,1
5946a7b7f810d569224945f7,22,10,9,9,9,9,"0,9","0,9","0,9","0,9"
5946aef2f810d56922550ae6,14,8,8,8,8,8,1,1,1,1
5946aeeaf810d56922549d9c,16,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8fef810d569224c508b,18,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a892f810d569224ab90a,10,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad99f810d5692252f13a,15,10,10,9,9,9,1,"0,9","0,9","0,9"
5946acc0f810d5692250f4e7,12,10,10,10,10,10,1,1,1,1
5946aa53f810d569224f028e,13,8,8,8,8,8,1,1,1,1
5946ad98f810d5692252e18b,21,10,10,10,8,8,1,1,"0,8","0,8"
5946a5f4f810d5692244b379,12,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad02f810d569225167e9,16,9,9,9,9,9,1,1,1,1
5946ad0ef810d56922520659,19,8,8,8,8,8,1,1,1,1
5946ad25f810d56922523738,10,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a7b8f810d56922495916,18,9,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946aee8f810d5692254852c,15,10,10,10,10,10,1,1,1,1
5946ad4ef810d569225277be,12,10,10,10,10,10,1,1,1,1
5946aac0f810d569224f6573,9,10,10,10,10,10,1,1,1,1
5946aee6f810d56922546df5,13,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ae92f810d5692253ea5f,12,11,11,11,11,11,1,1,1,1
5946a8f7f810d569224beafb,19,8,8,8,8,8,1,1,1,1
5946a8b6f810d569224b2afe,6,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ae28f810d569225389f2,12,9,9,9,9,9,1,1,1,1
5946aee9f810d56922548f59,12,10,10,10,10,10,1,1,1,1
5946b009f810d5692255b918,9,9,9,9,9,9,1,1,1,1
5946b1e7f810d569225693b6,6,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ad02f810d56922516e33,12,8,8,8,7,7,1,1,"0,875","0,875"
5946a8f1f810d569224b9387,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946acfff810d56922513c18,18,12,12,12,12,12,1,1,1,1
5946ad02f810d56922516ff9,13,10,10,10,10,10,1,1,1,1
5946a7b8f810d56922495800,14,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946b00af810d5692255d15d,14,10,10,9,8,8,1,"0,9","0,8","0,8"
5946ad71f810d5692252a4c0,10,8,8,8,8,8,1,1,1,1
5946a8f0f810d569224b8a03,12,11,11,11,11,11,1,1,1,1
5946ad4cf810d569225256ff,14,9,9,9,9,9,1,1,1,1
5946abdff810d5692250734b,14,8,8,8,8,8,1,1,1,1
5946ad05f810d569225194a9,11,11,11,11,11,11,1,1,1,1
5946aeecf810d5692254be30,13,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946acc0f810d5692250fcc9,15,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946aee9f810d56922549270,7,8,8,7,6,6,1,"0,875","0,75","0,75"
5946a8e4f810d569224b7e53,7,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aee8f810d5692254822c,13,12,12,12,12,12,1,1,1,1
5946ad06f810d5692251999a,18,11,11,11,11,11,1,1,1,1
5946ad0bf810d5692251e6d5,17,8,8,7,7,7,1,"0,875","0,875","0,875"
5946b4d1f810d56922576a84,17,8,8,7,6,5,1,"0,875","0,75","0,625"
5946aeeaf810d56922549dca,16,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8f5f810d569224bccd2,8,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad0cf810d5692251ee65,15,11,11,11,11,11,1,1,1,1
5946a576f810d569224362dd,19,11,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946a7b8f810d5692249563e,13,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946adc6f810d56922533c25,14,8,8,8,8,8,1,1,1,1
5946b009f810d5692255b9ab,15,8,8,8,8,8,1,1,1,1
5946a72cf810d5692247e2ef,18,9,9,9,9,9,1,1,1,1
5946aac0f810d569224f64f0,10,9,9,9,9,9,1,1,1,1
5946a5f2f810d56922449ef9,23,8,8,8,8,8,1,1,1,1
5946a5f4f810d5692244b3fd,15,10,10,9,8,8,1,"0,9","0,8","0,8"
5946a790f810d5692248e7dc,16,9,9,9,9,9,1,1,1,1
5946a576f810d56922436310,16,12,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946acfef810d56922513852,20,8,8,8,7,7,1,1,"0,875","0,875"
5946a791f810d5692248ea6e,11,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a892f810d569224ab8c8,11,10,10,10,10,10,1,1,1,1
5946a72bf810d5692247dcdb,20,8,8,8,8,8,1,1,1,1
5946b00af810d5692255ced6,17,10,10,10,10,10,1,1,1,1
5946a8e4f810d569224b7d81,9,11,11,11,11,11,1,1,1,1
5946b009f810d5692255b979,13,8,8,8,8,8,1,1,1,1
5946b1e7f810d569225693b4,11,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8fff810d569224c6517,8,10,10,9,8,8,1,"0,9","0,8","0,8"
5946a8f3f810d569224bb5d7,19,8,8,6,6,6,1,"0,75","0,75","0,75"
5946a675f810d56922460ccc,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946b009f810d5692255bf54,12,9,9,9,9,9,1,1,1,1
5946a8f1f810d569224b9e40,10,8,8,8,8,8,1,1,1,1
5946ad03f810d56922517c30,18,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a797f810d5692248ef9f,12,8,8,8,7,7,1,1,"0,875","0,875"
5946a5f3f810d5692244b032,11,10,10,9,9,9,1,"0,9","0,9","0,9"
5946aab5f810d569224f5da1,5,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8f9f810d569224c09cd,16,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
